"job_title","job_title_short","job_location","search_location","job_schedule_type","job_no_degree_mention","job_health_insurance","salary_year_avg","company_name"
"Freelance Online Data Analyst","Data Analyst","Anywhere","Illinois, United States","Full-time and Contractor",1,1,"60500.0","Get It Recruit - Information Technology"
"Data Analyst","Data Analyst","Anywhere","Texas, United States","Full-time","",1,"60000.0","El Buen Samaritano"
"Junior Data Analyst","Data Analyst","Anywhere","Kenya","Full-time","","","60000.0","TalentKompass Deutschland"
"Entry Level Data Analyst","Data Analyst","Anywhere","Georgia","Full-time","","","60000.0","Jumpvine"
"HR Data Analyst","Data Analyst","Anywhere","New York, United States","Full-time","",1,"60000.0","SHI International Corp."
"Data Analyst","Data Analyst","Anywhere","New York, United States","Full-time","",1,"60000.0","Get It Recruit - Information Technology"
"Data Analyst - Payroll Operations","Data Analyst","Anywhere","New York, United States","Full-time","",1,"60000.0","Get It Recruit - Information Technology"
"Full-time / Financial Data Analyst (Remote)","Data Analyst","Anywhere","Canada","Full-time","","","60000.0","eStaffing Inc."
"Remote Data Analyst","Data Analyst","Anywhere","Sudan","Full-time","",1,"60000.0","Kaye/Bassman International, Corp."
"Data Science Analyst I","Data Analyst","Anywhere","California, United States","Full-time","",1,"60000.0","Aflac, Incorporated"
"Social Media Data Analyst","Data Analyst","Anywhere","New York, United States","Full-time","",1,"60000.0","Get It Recruit - Marketing"
"Junior Data Analyst","Data Analyst","Anywhere","Florida, United States","Full-time","",1,"60000.0","Get It Recruit - Finance"
"Admissions & Recruitment Business Data Analyst (Hybrid-80% remote)","Data Analyst","Anywhere","Texas, United States","Full-time","","","60000.0","University of North Texas Health Science Center"
"Atmospheric Scientist/Data Analyst","Data Analyst","Anywhere","Georgia","Full-time","","","60000.0","BLUE STORM ASSOCIATES INC"
"Data Analyst - Call Center","Data Analyst","Anywhere","Florida, United States","Full-time","",1,"59500.0","Suncoast Credit Union"
"HR Data Analyst- REMOTE","Data Analyst","Anywhere","Guam","Full-time","","","59000.0","Ryder System"
"HR Data Analyst- REMOTE","Data Analyst","Anywhere","Florida, United States","Full-time","",1,"59000.0","Ryder System"
"Remote Data Analyst Consultant","Data Analyst","Anywhere","Texas, United States","Full-time","","","58000.0","Insight Global"
"Logistics Data Analyst (Remote Friendly)","Data Analyst","Anywhere","New York, United States","Full-time","",1,"58000.0","Webstaurant Store"
"Data Management Analyst- Remote","Data Analyst","Anywhere","Georgia","Full-time","",1,"57500.0","Stafford Consulting Company, Inc."
"Remote Data Analyst II","Data Analyst","Anywhere","New York, United States","Full-time","",1,"57500.0","The Difference Card"
"Remote Data Analyst II","Data Analyst","Anywhere","New York, United States","Full-time","",1,"57500.0","Get It Recruit - Information Technology"
"Data Analyst I","Data Analyst","Anywhere","Texas, United States","Full-time","",1,"57500.0","FiberFirst"
"Healthcare Data SAS Analyst I","Data Analyst","Anywhere","Georgia","Full-time","","","57300.0","Ascendo Resources"
"Environmental Data Analyst","Data Analyst","Anywhere","Illinois, United States","Full-time","",1,"55000.0","JARBO Employment Group"
"CCBHC Data Analyst (Grant Funded Position)","Data Analyst","Anywhere","Georgia","Full-time","",1,"55000.0","State of Georgia"
"Data Analyst - US Healthcare (REMOTE)","Data Analyst","Anywhere","Illinois, United States","Full-time","",1,"54540.0","WALGREENS"
"Statistical Data Analyst (Buyer Engagement Strategist)","Data Analyst","Anywhere","Florida, United States","Full-time","","","53000.0","University of South Florida"
"Data Analyst (Remote)","Data Analyst","Anywhere","Georgia","Full-time","","","52500.0","Acosta, Inc."
"E-Commerce Digital Analyst","Data Analyst","Anywhere","Estonia","Full-time",1,"","52500.0","Fitsoftware OU"
"Junior Data Analyst","Data Analyst","Anywhere","California, United States","Full-time","","","52500.0","Phoenix Capital Group Holdings LLC"
"Data Analyst","Data Analyst","Anywhere","Texas, United States","Full-time","",1,"52500.0","Kaye/Bassman International"
"Data Quality Analyst","Data Analyst","Anywhere","New York, United States","Full-time","",1,"52500.0","Get It Recruit - Information Technology"
"Data Analyst","Data Analyst","Anywhere","New York, United States","Full-time","","","52000.0","Spark451 Inc."
"Data Quality Analyst","Data Analyst","Anywhere","Florida, United States","Full-time","",1,"51000.0","Get It Recruit - Information Technology"
"Data Analysis & Reporting Specialist","Data Analyst","Anywhere","Georgia","Full-time","",1,"50500.0","Get It Recruit - Information Technology"
"Data Analyst","Data Analyst","Anywhere","New York, United States","Full-time","",1,"50000.0","Get It Recruit - Transportation"
"Data Analyst I - Healthcare Analytics","Data Analyst","Anywhere","Florida, United States","Full-time","",1,"50000.0","Get It Recruit - Information Technology"
"Data Analyst","Data Analyst","Anywhere","California, United States","Full-time and Contractor",1,"","50000.0","Makana Technologies"
"Data Entry Analyst","Data Analyst","Anywhere","Texas, United States","Full-time","",1,"50000.0","Get It Recruit - Administrative"
"Data Analysis & Reporting Specialist","Data Analyst","Anywhere","Georgia","Full-time","",1,"50000.0","Get It Recruit - Information Technology"
"Clinical Data Analyst (Entry to Mid Level)","Data Analyst","Anywhere","New York, United States","Full-time","","","48500.0","Allied Technologies & Consulting"
"Financial Data Analyst","Data Analyst","Anywhere","Georgia","Full-time",1,1,"47500.0","Ali Awad Law, P.C."
"Data Analyst","Data Analyst","Anywhere","Texas, United States","Full-time",1,"","47500.0","Insight Global"
"Data Analyst / Engineer","Data Analyst","Anywhere","Australia","Contractor","",1,"47500.0","Men's Health Clinic (MHC)"
"Data Analyst","Data Analyst","Anywhere","New York, United States","Full-time","",1,"46500.0","Get It Recruit - Administrative"
"Data Analyst-Operations","Data Analyst","Anywhere","New York, United States","Full-time","","","42500.0","U.S. Wire and Cable Company/ Flexon Industries"
"Ecommerce Business Analyst/Data Analyst with Good exp with SQL","Data Analyst","Anywhere","California, United States","Contractor",1,"","41000.0","BayOne Solutions"
"Data Quality Analyst (Fraud Prevention)","Data Analyst","Anywhere","Georgia","Full-time",1,1,"40000.0","owl.co"
"Remote Data Analyst","Data Analyst","Anywhere","Texas, United States","Full-time","",1,"39000.0","Get It Recruit - Administrative"
"Financial Data Analyst","Data Analyst","Anywhere","Georgia","Full-time","",1,"36000.0","Get It Recruit - Information Technology"
"Data Analyst","Data Analyst","Anywhere","Malta","Contractor","","","35000.0","Jobmatchingpartner Ltd"
"Research Scientist","Data Analyst","Anywhere","California, United States","Full-time","",1,"25000.0","ED-Energy Storage & Distributed R"
